Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,Crop_aggregate_category,Nutrient,Crop_nutrient_concentration_kg_nutrient,Unit
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Fonio',Crop_products,'Other Cereal Crops',N,0.0136,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Triticale',Crop_products,'Other Cereal Crops',N,0.01872,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Mixed grain',Crop_products,'Other Cereal Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,Soybeans',Crop_products,'Soybean',N,0.06336,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Palm kernels',Crop_products,'Oil Palm',N,0.0152,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Oil palm fruit',Crop_products,'Oil Palm',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Palm oil',Crop_products,'Oil Palm',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Coconuts',Crop_products,'Other Oil Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Groundnuts; with shell',Crop_products,'Other Oil Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Linseed',Crop_products,'Other Oil Crops',N,0.03792,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Rapeseed',Crop_products,'Other Oil Crops',N,0.03344,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Sunflower seed',Crop_products,'Other Oil Crops',N,0.02656,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Castor oil seed',Crop_products,'Other Oil Crops',N,0.04608,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Sesame seed',Crop_products,'Other Oil Crops',N,0.03744,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Mustard seed',Crop_products,'Other Oil Crops',N,0.03744,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Safflower seed',Crop_products,'Other Oil Crops',N,0.02496,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Poppy seed',Crop_products,'Other Oil Crops',N,0.0384,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Melonseed',Crop_products,'Other Oil Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Tallowtree Seeds',Crop_products,'Other Oil Crops',N,,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Feedipedia,'Kapokseed in Shell',Crop_products,'Other Oil Crops',N,0.04624,kg_nutrient_kg_DM
